MOF ref,CO2 BE kJ/mol,H2O BE kJ/mol,N2 BE kJ/mol,BE(H2O)-BE(CO2)
UZAFAD,-46.03852,-88.32758,-23.2408,-42.28488
TOTVUV,-43.74788,-86.0662,-22.58454,-42.31832
OXAMIK,-36.575,-78.91422,-18.62608,-42.33922
DOQGUM,-60.50132,-102.84472,-28.18156,-42.34758
PIZPOD,-51.01272,-93.36448,-25.41858,-42.34758
NIMVIP,-35.22486,-77.64768,-12.98308,-42.427
VAGKOF,-38.84474,-81.29264,-21.27202,-42.4479
HUFYIS,-75.41974,-117.88854,-28.10214,-42.46462
RESWOC,-64.66042,-107.14594,-28.98412,-42.48134
RUGHOS,-62.11062,-104.69228,-23.11122,-42.58166
VAZLAL,-76.51072,-119.14254,-26.32146,-42.63182
RUGGUX,-62.29872,-104.94308,-22.81862,-42.64436
ITIBOD,-43.60158,-86.26266,-24.5157,-42.6569
YAJXIT,-54.3818,-97.05542,-24.46136,-42.67362
EJEFOP,-41.06432,-83.77556,-26.66004,-42.71124
FALJAF,-44.36234,-87.0903,-22.37972,-42.72796
MEJZOS,-59.13028,-101.87078,-28.42818,-42.7405
NOQNOY,-64.96556,-107.77712,-24.7038,-42.81574
ASANAL,-30.42622,-73.24614,-18.55502,-42.81992
QOCRUW,-58.5618,-101.39008,-39.3129,-42.82828
XOMZAC,-37.68688,-80.5277,-20.63248,-42.84082
CUKVUA,-42.00482,-84.84982,-24.90444,-42.845
TOFQEM,-32.68342,-75.52842,-19.1444,-42.845
LUYSEF,-44.6424,-87.49158,-19.90098,-42.84918
JUJZEV,-42.93696,-85.82794,-21.64404,-42.89098
SOKWUM,-61.14922,-104.06528,-23.21154,-42.91606
IQOHON,-37.00136,-79.95086,-21.7987,-42.94532
RUVKOJ,-51.9783,-94.93198,-22.74338,-42.9495
XINJAH,-49.6584,-92.67478,-23.8469,-43.01638
BEVRAW,-80.35214,-123.37688,-51.89052,-43.02474
ULIMIN,-46.42726,-89.45618,-25.21376,-43.02892
WUBHEI,-68.27612,-111.32176,-30.2005,-43.04982
MAQJEW,-20.44438,-63.5151,-0.52668,-43.07072
JUPNAL,-52.83102,-95.94354,-21.22186,-43.10834
ZETMOC,-54.51556,-97.6448,-22.05786,-43.12506
BIQVII,-57.49172,-100.64604,-35.89366,-43.15014
NICJUG,-40.64214,-83.81736,-23.88034,-43.17104
LORKEK,-53.23648,-96.50784,-29.96642,-43.27554
GAKBAX,-45.68322,-88.95876,-22.16654,-43.27554
RUGGIL,-63.5569,-106.88678,-23.23244,-43.32988
WEXNIW,-77.90684,-121.2409,-38.92834,-43.33406
RUGHEI,-62.28618,-105.62442,-22.89386,-43.33824
TETWOG,-44.82632,-88.18546,-25.98288,-43.36332
VASFUT,-40.82606,-84.22282,-28.08124,-43.39258
NUCYER,-46.90796,-90.32562,-22.80608,-43.41766
MEKBAH,-51.96994,-95.40014,-28.33204,-43.42602
UKUPEX,-52.92716,-96.38244,-26.34236,-43.45528
MUXJAQ02,-42.00482,-85.47682,-15.84638,-43.472
SISPUH,-49.67512,-93.34358,-23.10704,-43.66846
KEGYAX,-38.74442,-82.41706,-20.49872,-43.67264
TUBJAD,-35.88948,-79.5663,-19.4788,-43.67682
PODVIP,-71.40694,-115.12974,-29.78668,-43.7228
YEQRIV,-51.40146,-95.14098,-21.83214,-43.7437
OPAPIF,-38.27208,-82.07012,-17.8277,-43.79386
PELNEA01,-66.87164,-110.68222,-32.85062,-43.8064
NIZNAN,-41.86688,-85.79868,-22.95656,-43.93598
VIVLAP,-56.22518,-100.1737,-26.77708,-43.94852
NOHKUS,-51.51014,-95.52972,-21.01704,-44.01958
FIJFOU,-15.5705,-59.6277,-8.28058,-44.0572
ECIVUH,-27.82208,-71.91272,-14.9017,-44.08646
YOSWUA,-40.7132,-84.81638,-17.77754,-44.10318
FOHQUO,-45.11474,-89.23046,-21.07138,-44.11572
CEZNAY,-50.59054,-94.72298,-31.39598,-44.12826
OLEKOG,-58.11454,-102.3682,-27.3372,-44.25366
FIKTOK,-47.21728,-91.47094,-25.78224,-44.25366
ZUNZIT,-58.07692,-102.35148,-31.33746,-44.27456
WODXAQ,-49.54554,-93.82846,-19.36594,-44.28292
VOTMAS,-79.62482,-123.9579,-35.56762,-44.3289
OFUCAV,-80.74088,-125.09904,-63.58616,-44.35816
TAHYUZ,-45.60798,-90.04138,-23.5334,-44.4334
TOHPUC,-48.44202,-92.88378,-21.87394,-44.44176
RAJFAL,-62.03538,-106.49804,-30.87766,-44.46266
AJIHAE,-43.37586,-87.8636,-29.18476,-44.48774
SAJLOH,-69.42562,-113.93844,-43.56396,-44.51282
XUDVAV,-47.43046,-91.96418,-26.62242,-44.5379
VIXGAM01,-71.28154,-115.995,-57.65056,-44.70928
TUMGUD,-76.93708,-121.68816,-31.17444,-44.75108
TAGCIP,-36.82162,-81.5727,-16.54862,-44.75108
OHAZAZ,-56.848,-101.61162,-26.76872,-44.7678
OCAWAT,-48.30408,-93.08024,-21.74018,-44.78034
AZAVOO,-50.64488,-95.4294,-25.68192,-44.78452
ALUJUN,-62.39904,-107.1961,-48.01984,-44.80124
HUNFON,-46.82854,-91.65068,-25.01312,-44.82214
MEJZUY,-56.4509,-101.27722,-28.30278,-44.82632
ZOHBIJ,-38.67336,-83.54566,-17.04186,-44.86812
VAZLEP02,-58.46984,-103.3505,-60.83572,-44.88066
YAVWAW,-70.5166,-115.40144,-31.81816,-44.88484
TUXBEV,8.39344,-36.5123,-10.67154,-44.90992
AWAKEQ,-35.19142,-80.10552,-17.974,-44.9141
GELVID01,-40.3997,-85.3765,-41.55756,-44.9768
COYTOA,-56.61392,-101.60744,-33.1683,-44.99352
SETWUL,-61.62156,-106.61508,-21.527,-44.9977
KIFKEQ,-45.46586,-90.47192,-23.3035,-45.00606
QARTEK,-41.29422,-86.317,-20.40258,-45.02278
OTAVOV,-36.48304,-81.50582,-17.5351,-45.02278
EXUSAT,-40.7132,-85.7945,-20.74116,-45.07712
ABEYEN,-42.9913,-88.12276,-20.92508,-45.13146
IPOWOA,-47.37612,-92.53684,-28.04362,-45.16072
DORFOG,-45.59962,-90.79378,-21.06302,-45.19416
VAZLIT,-72.99952,-118.30654,-24.4739,-45.3112
MEJZIM,-57.3496,-102.66498,-29.69472,-45.31538
VOPCEK,-47.07516,-92.39472,-23.6588,-45.31956
TONMAM,-43.55978,-88.90442,-27.49604,-45.34464
YABPAU,-46.38964,-91.8346,-21.33472,-45.44496
ELOGUJ,-44.55044,-89.99958,-18.89778,-45.45332
VAZLOZ,-74.38728,-119.8406,-24.96714,-45.45332
CUMDOE,-42.87008,-88.39028,-22.363,-45.52438
OQIQIQ,-53.45802,-98.99494,-24.88772,-45.5411
REYCEF,-34.83612,-80.42738,-20.91254,-45.59126
JOSNAG,-93.96222,-139.59946,-65.09096,-45.63724
OTATOT,-36.62516,-82.2833,-18.0994,-45.65814
GARLOD,-49.27384,-94.9905,-23.49578,-45.71666
WEDQED,-36.58754,-82.32092,-22.35882,-45.73338
APEBEE,-39.0412,-84.77458,-25.36842,-45.73338
YITHIU01,-34.4014,-80.14314,-15.1525,-45.74174
TUTZOX,-51.38892,-97.15574,-27.9851,-45.76682
CUYQIX,-43.25464,-89.07998,-22.41734,-45.82534
FIRVEH,-38.61902,-84.4778,-19.78394,-45.85878
FOHSAW01,-47.01664,-92.87542,-22.77682,-45.85878
KIYMIP,-45.34464,-91.28284,-19.53314,-45.9382
OQIQEM,-54.4236,-100.36598,-24.4321,-45.94656
CODQUJ,-71.07254,-117.03164,-36.56664,-45.95492
FIGXAU,-60.05406,-106.05496,-23.58356,-46.0009
YAVVID,-67.69928,-113.73362,-32.17764,-46.03016
COBWEV,-41.58264,-87.62116,-19.82992,-46.03852
UPOVOL,-55.04224,-101.12256,-27.32048,-46.08032
CEBDOD,-45.95074,-92.04778,-22.58872,-46.09704
OPOBOL,-57.17404,-103.27526,-15.87982,-46.10122
YAJXUF,-54.80816,-101.00134,-24.52406,-46.19318
IZEBEV,-48.28736,-94.48054,-20.86656,-46.19318
JUXFAL,-41.64534,-87.93466,-20.72862,-46.28932
FAQGEL,-46.96648,-93.3185,-22.78936,-46.35202
NORJEL,-44.06556,-90.50118,-23.27424,-46.43562
OJAKOA,-55.98692,-102.4518,-33.6908,-46.46488
GAGTAM,-49.03558,-95.54226,-22.40062,-46.50668
PIZPET,-53.51654,-100.03576,-26.9819,-46.51922
WEMDID,-57.98078,-104.5418,-25.71536,-46.56102
VAZKUE,-78.58818,-125.16174,-26.61824,-46.57356
CAVTAW,-50.369,-96.98436,-24.64528,-46.61118
NAKNUK,-44.88902,-91.53364,-25.5398,-46.64462
CODQOD,-65.63436,-112.2957,-33.14322,-46.65716
HOZDIL,-35.74318,-82.4087,-20.93762,-46.66552
HOGQIF,-63.954,-110.64042,-31.34582,-46.6906
OTAVAH,-36.09848,-82.85178,-17.765,-46.7533
IJEXUR,-35.22904,-82.03668,-21.63986,-46.80764
SISQES,-51.91978,-98.7525,-23.86362,-46.83272
YARKAF,-40.62124,-87.5083,-26.1668,-46.88706
QUJFUX,-59.35182,-106.2556,-30.71464,-46.90378
CAVSOJ,-59.1052,-106.0466,-25.2263,-46.9414
QUSRON,-63.07202,-110.03432,-22.87714,-46.9623
CAKFEB,-50.9542,-98.11296,-28.61628,-47.15876
FIGXEY,-59.88686,-107.11668,-23.62536,-47.22982
KIFWUT,-34.903,-82.14118,-20.53216,-47.23818
ORUKOD,-57.7467,-104.99742,-30.56834,-47.25072
KOVJAI01,-51.81946,-99.07854,-23.66298,-47.25908
PUWCOZ,-44.52954,-91.7928,-21.85722,-47.26326
FAVGER,-48.79314,-96.08566,-22.95238,-47.28834
XUBJAF03,-64.61444,-111.94458,-58.02676,-47.33014
DUXKEN,-53.59596,-100.94282,-24.8919,-47.34686
XOVYIR,-42.78648,-90.19604,-24.89608,-47.40956
PECBOQ,-53.26574,-100.71292,-25.98288,-47.44718
DUWFAE,-44.83468,-92.29022,-24.63692,-47.45554
BUVKUA,-54.22296,-101.6785,-28.39892,-47.45554
WUXYOF,-54.49048,-102.02544,-20.6492,-47.53496
OVIWIA,-55.58982,-103.17494,-32.63326,-47.58512
JUSKEP,-41.34438,-89.04236,-29.06354,-47.70216
KIRKAZ,-34.83612,-82.5968,-17.9531,-47.76068
RATRUB,-55.79882,-103.58458,-25.69864,-47.78576
MUFJAZ01,-38.81966,-86.77262,-17.0335,-47.95714
CAKXIX,-46.45234,-94.50562,-23.01508,-48.05328
ALUJEX,-49.51628,-97.57374,-27.38736,-48.05746
TISLIR,-36.26568,-84.3942,-18.4756,-48.12852
WENSIS,-80.47754,-128.65204,-52.13714,-48.1745
YAYLER,-66.17358,-114.54454,-27.81372,-48.37096
BOPWIO,-53.0442,-101.52384,-29.13878,-48.47964
SETXEW,-58.82096,-107.46362,-22.67232,-48.64266
LAHYOL,-54.36926,-103.02446,-27.0028,-48.6552
RATSAI,-56.14576,-104.90964,-26.1459,-48.76388
LASQON,-44.51282,-93.28506,-23.76748,-48.77224
ROMQER,-49.31982,-98.16312,-25.46874,-48.8433
HILJUJ,-67.65748,-116.54676,-28.1523,-48.88928
BEGBOG,-18.36274,-67.26874,-16.71164,-48.906
LEDHIN,-53.23648,-102.201,-22.44242,-48.96452
QIXNES,-56.72678,-105.69548,-27.00698,-48.9687
ICAVEP,22.17908,-26.84814,25.58996,-49.02722
PEDGUA,-58.94636,-107.99866,-24.35268,-49.0523
MAKSUO,-37.97948,-87.03596,-20.08908,-49.05648
AZEBUE,-55.02134,-104.082,-24.64528,-49.06066
SABYUS,-39.42576,-88.616,-23.8678,-49.19024
XEHFUL,-47.27998,-96.58308,-22.4884,-49.3031
MAZTIR,-49.99698,-99.33352,-25.53144,-49.33654
KOQLUZ,-66.30316,-115.64388,-38.84474,-49.34072
TIQGOQ,-37.6827,-87.0903,-24.04754,-49.40342
TUTZUD,-52.30852,-101.76628,-29.74906,-49.45358
QUSRIH,-58.23576,-107.78966,-23.59192,-49.5539
KIHTOL,-68.86132,-118.44866,-37.13094,-49.58734
DOQHIB,-61.19102,-110.84942,-28.89216,-49.6584
FEPQEW,-49.29056,-98.9824,-27.1491,-49.69184
GOJDOZ,-62.27364,-111.97384,-26.02468,-49.7002
UREVIY,-65.94786,-115.69404,-37.22708,-49.74618
WIYWEI,-51.76094,-101.51548,-26.76872,-49.75036
SERWAP,-47.71052,-97.4985,-22.01606,-49.7838
COYTIU,-57.48336,-107.32568,-34.55606,-49.83814
YUWKEH,-53.15706,-103.00774,-29.36032,-49.8465
XULVAD,-60.35084,-110.20152,-30.25066,-49.85068
PODVUB,-75.10624,-124.96946,-29.32688,-49.86322
NARNEC,-48.03238,-97.89978,-26.02468,-49.86322
LEDJUA,-56.44672,-106.44788,-27.73012,-49.99698
OBENAL02,-11.58278,-61.62992,6.91372,-50.04714
WEVZUT,-53.57088,-103.65564,-23.5752,-50.08476
IKETIC,-40.37462,-90.49282,-21.08392,-50.1182
NARPUU,-45.36554,-95.50046,-20.691,-50.13492
OBAFIJ,-54.03486,-104.21576,-24.08516,-50.1809
LAGMUD,-52.32106,-102.51032,-43.01638,-50.19344
LABQAI,-31.70948,-81.99488,-15.2361,-50.28958
LUWMEX,-51.79438,-102.17592,-23.5125,-50.38154
ASEKAM,-40.04858,-90.44266,-21.70674,-50.39408
MIHLEV,-57.75924,-108.17004,-27.05714,-50.4108
MOLRIP,-47.95714,-98.42646,-20.6074,-50.46932
UGUGUZ,-60.06242,-110.56518,-24.17712,-50.50276
JADMIN,-42.2598,-92.77092,-23.14466,-50.51112
UREVOE,-63.74082,-114.27702,-39.59296,-50.5362
EHAGEB,-90.69346,-141.23802,-40.55854,-50.54456
YAFGAP,-69.78928,-120.3631,-69.5761,-50.57382
AWOFOI,-58.04348,-108.65074,-26.61824,-50.60726
GARLET,-50.22688,-100.88012,-23.85108,-50.65324
NARPOO,-45.17744,-95.91846,-20.77878,-50.74102
CACBUG,-37.72868,-88.49478,-19.90516,-50.7661
CODKOX,-69.40472,-120.20426,-35.33772,-50.79954
CETFOX,-52.48826,-103.34214,-23.87198,-50.85388
AWASAU,-52.95224,-103.84792,-24.16458,-50.89568
ZASWOF,-69.57192,-120.50522,-33.61556,-50.9333
UREVEU,-61.40002,-112.34168,-35.29592,-50.94166
DOQHEX,-62.3656,-113.42012,-28.9047,-51.0587
CIZLEE,-35.81006,-86.91474,-20.14342,-51.10468
GIQXOU,-78.67178,-129.91022,-28.36548,-51.23426
TIPZOJ,-47.77322,-99.01584,-22.19998,-51.24262
XOCWOD,-107.14594,-158.39692,-43.98614,-51.25098
MIVNUB,-37.6618,-89.0758,-20.30226,-51.414
IQIPAZ,-44.96844,-96.44932,-20.11834,-51.48088
SOJKAF,-24.31506,-75.81266,-9.75194,-51.4976
XOQXEH,-39.58042,-91.1031,-20.93344,-51.52686
ELIKOA,-42.29324,-93.82846,-23.81764,-51.53522
DATPIY,-42.66108,-94.23392,-18.82254,-51.57284
LAZPIN,-44.6424,-96.24868,-18.82672,-51.60628
ATIRUS,-72.47284,-124.0833,-27.41244,-51.61046
DAGJED,-42.55658,-94.19212,-23.45398,-51.63136
MUFJED,-101.10166,-152.88768,-39.05374,-51.78602
GARMAQ,-49.17352,-100.97626,-23.70478,-51.80274
INOMOP,-45.34882,-97.17246,-22.65142,-51.82364
EHAGAX,-107.20446,-159.07826,-45.4993,-51.8738
GIQYAH,-81.52672,-133.44232,-27.9851,-51.91978
HOTWUJ,-85.1048,-137.05384,-72.1468,-51.94904
QAXHAA,-50.4317,-102.44344,-24.23982,-52.01174
GEDSEP,-58.95054,-110.97064,-26.86904,-52.0201
YOPPAW,-38.10906,-90.1417,-21.97008,-52.03264
JOCPIB,-36.6168,-88.6578,-16.66148,-52.04518
BUVHEH,-62.61222,-114.72846,-31.06994,-52.11624
HADDOI,-37.05988,-89.17612,-20.33152,-52.11624
PAPKUP,-53.0651,-105.1897,-26.50956,-52.1246
SOTTUR,-53.18632,-105.4196,-30.90692,-52.23746
MARLID,-58.04348,-110.28094,-28.1732,-52.23746
SUVZOA,-45.81698,-98.07952,-23.50832,-52.26254
CAKFIF,-52.8143,-105.08102,-28.86708,-52.26672
YOCMAF,-104.42894,-156.80434,-64.91958,-52.3754
CODSAR,-67.87484,-120.29622,-36.16118,-52.42138
QOCSEH,-63.56108,-116.0159,-40.06948,-52.45482
XUWVEQ,-1.14114,-53.61268,-18.56756,-52.47154
EMANAH,-54.38598,-106.88678,-41.03088,-52.5008
GEDREO,-55.6149,-108.22438,-23.36202,-52.60948
UMORIY,-53.56252,-106.17618,-39.65148,-52.61366
DOQHAT,-60.17528,-112.80566,-28.81692,-52.63038
YOQLAT,-55.43934,-108.12824,-21.49356,-52.68472
JAJKUD,-36.83834,-89.58576,-23.50414,-52.7516
LEDHEJ,-54.6326,-107.41764,-22.24596,-52.78086
ITETEH,-49.73364,-102.58138,-31.75546,-52.84774
GOSDOJ,-36.65442,-89.53978,-21.92828,-52.88536
MOJNAC,-73.02878,-125.93086,-28.22336,-52.90208
IJANEN,-43.13342,-96.05222,-21.57716,-52.91462
EHAGIF,-110.33946,-163.26662,-44.06974,-52.92298
WOPROK,-46.15974,-99.1496,-22.59708,-52.98986
GAJZUO,-48.9896,-101.98364,-23.52922,-52.99404
QUGBUQ,-27.91822,-80.96242,-13.99046,-53.0442
JIWKUW,-49.87994,-102.93668,-24.59512,-53.05674
ZAVPET,-48.5507,-101.6785,-23.10704,-53.1278
OXAZIX,-53.3577,-106.51476,-34.99078,-53.15706
PEDMER,-57.80104,-111.01244,-58.86276,-53.21558
QARTAG,-50.28958,-103.52606,-21.00868,-53.23648
OFUZIZ,-62.34052,-115.59372,-65.91024,-53.2532
KABXAO,-62.8881,-116.14548,-33.9625,-53.26156
JEDJUY,-59.63188,-112.95614,-31.24132,-53.32426
AMUFOF,-45.17744,-98.53514,-27.42498,-53.36188
KUTRIC,-53.97634,-107.34658,-26.13754,-53.37024
PAPKOJ,-52.50498,-105.88776,-26.71438,-53.38278
GARLIX,-49.4703,-102.9534,-23.87616,-53.4831
OBENUF,-79.40746,-132.92818,-28.1105,-53.52072
UCALIW,-44.58388,-98.13804,-21.6733,-53.55416
XOTXAG,-63.79934,-117.39112,-24.28998,-53.59178
EHAGOL,-111.16292,-164.95116,-54.16444,-53.78824
YUWKIL,-53.3368,-107.12504,-29.92462,-53.78824
ZEDZAL01,-55.9911,-109.84622,-23.38292,-53.85512
MURNIX,-51.68152,-105.60352,-26.15426,-53.922
WEMFAX,-57.28272,-111.38864,-27.18254,-54.1101
GUPJEG01,-39.919,-94.04582,-29.18894,-54.12682
HOPHUP,-84.87072,-139.04352,-28.98412,-54.1728
NAJGAH,-42.66944,-96.91748,-6.88028,-54.24804
SARMOO,-46.69478,-101.02224,-23.09868,-54.32746
FECXAO,-56.70588,-111.04588,-23.6379,-54.34
KOGJOG,-78.01134,-132.37224,-35.39624,-54.35672
OBAFEF,-45.70412,-100.07338,-19.1653,-54.36926
VIGRIO,-61.11578,-115.5143,-38.00874,-54.39852
IFUNUU,-55.61908,-110.09284,-24.85428,-54.47376
WEMFOL,-58.14798,-112.6301,-26.31728,-54.48212
FUFREE,-42.53986,-97.06378,-16.61132,-54.52392
EWETUW,-60.79392,-115.368,-31.39598,-54.57408
EHAGUR,-113.26128,-167.88134,-43.7646,-54.62424
YIGFIF,-66.67518,-121.30778,-55.18018,-54.6326
BETFIR,-55.18854,-109.82532,-25.3517,-54.63678
GIQYIP,-82.27494,-137.0204,-28.75004,-54.74128
WIYWAE,-56.31714,-111.0626,-26.2086,-54.74546
ZAVQIY,-53.74644,-108.50444,-24.32342,-54.758
XEGKIF,-68.14654,-122.94216,-28.78348,-54.7998
DOQHOH,-60.401,-115.25514,-29.07608,-54.85414
VOXQIK,-44.85558,-99.72226,-21.0045,-54.87086
WEMFIF,-58.00168,-112.87672,-27.98928,-54.87504
MAKHAK,-87.42052,-142.31228,-41.33602,-54.89176
WEMBUN,-57.37468,-112.29988,-25.84912,-54.9252
MARLOJ,-50.04714,-105.01832,-22.99,-54.967
ZAVPUJ,-51.61046,-106.67778,-23.74658,-55.06732
MODDEP,-68.56872,-123.64858,-35.18724,-55.07568
TEHRUU,-68.37644,-123.47302,-39.35052,-55.09658
TETWUM,-39.48846,-94.61848,-18.02834,-55.13002
GIKQIC,-41.03506,-96.16926,-20.95852,-55.1342
LALPIZ,-43.89836,-99.1078,-18.90196,-55.20944
ICIVAS,-52.73906,-107.97358,-21.6315,-55.23452
PAPVIN,-64.18808,-119.47694,-28.95904,-55.28886
VAYDOQ,-48.75552,-104.07782,-24.31088,-55.31812
GARSUQ,-39.07882,-94.39694,-27.66742,-55.3223
ZAVPIX,-55.03388,-110.37708,-27.8806,-55.3432
AMUFIZ,-45.01442,-100.39942,-21.06302,-55.385
EVOHOM,-98.9615,-154.35904,-64.23406,-55.39336
WIYWUY,-56.02872,-111.45134,-26.68512,-55.42262
QALNEW,-46.13048,-101.5531,-20.82058,-55.42262
ZAVREV,-52.89372,-108.35814,-24.37358,-55.46024
RUWXAJ,-38.97014,-94.48472,-23.95976,-55.51458
KEFWID,-64.31766,-119.8615,-31.72202,-55.54384
WEMFEB,-58.17306,-113.74198,-27.14074,-55.56892
KONCIA,-84.3733,-140.10942,-60.24634,-55.73612
MUVJIX,-51.91142,-107.68516,-23.32858,-55.77374
QUVDOB,-63.61542,-119.4017,-27.79282,-55.78628
SEYFAE,-70.02754,-125.82218,-31.63842,-55.79882
GAWKEW,-52.17058,-108.0739,-21.53954,-55.9075
XOCWIX,-108.1575,-164.11934,-54.93356,-55.96184
POKSEP,-73.87732,-129.86006,-26.49702,-55.98274
WEMDOJ,-59.36018,-115.3471,-28.70824,-55.98692
OZAVUI,-42.55658,-98.5435,-20.23538,-55.98692
LAZPOT,-47.45554,-103.46336,-19.5624,-56.012
XOTHAP,-68.84042,-124.90676,-59.63188,-56.06634
ELERIX01,-83.29068,-139.38628,-25.89092,-56.0956
SORXAA,-57.21166,-113.3198,-24.77068,-56.10396
GIQYEL,-81.6354,-137.7519,-28.50342,-56.1165
GIGWID01,-69.49668,-125.62572,-34.68982,-56.12486
JOVDON,-68.61888,-124.74792,-22.95238,-56.12904
EQAMUG,-52.459,-108.60476,-22.10802,-56.14576
KOTSIX,-49.03558,-105.4196,-20.8164,-56.37984
SEHSOO,-58.05184,-114.45258,-24.69126,-56.40074
XOCWUJ,-104.57942,-160.9927,-54.49884,-56.41328
COWBEX,-33.00528,-89.45618,-17.7859,-56.4509
XOVYUD,-46.5025,-102.96594,-30.70628,-56.46344
PAPVEJ,-63.82024,-120.29622,-29.10952,-56.47598
SEHSUU,-58.36116,-114.86222,-25.1636,-56.50106
WEWTOI,-63.4315,-119.9869,-32.51622,-56.5554
DUCHEP,-55.5731,-112.1285,-27.27032,-56.5554
LAGNAK,-50.55292,-107.17102,-41.36528,-56.6181
UMUTOM,-49.33236,-105.97554,-29.02592,-56.64318
LACGED,-55.13002,-111.80246,-27.65488,-56.67244
QETSOY,-55.64416,-112.34168,-26.75618,-56.69752
CAYMIZ,-58.8753,-115.58118,-27.17418,-56.71006
VONROH,-44.45012,-101.29812,-18.15374,-56.848
AMIWUP,-72.5648,-129.45042,-34.23838,-56.88144
RARYUF,-55.37664,-112.2748,-26.40506,-56.89816
SIBMIB,-46.23916,-103.39648,-20.29808,-57.1615
LANCOU,-98.70652,-155.8931,-38.874,-57.18658
FASHAK,-46.7115,-103.90644,-26.3758,-57.19494
LOZSUQ,-47.80666,-105.00996,-24.1186,-57.19912
XEJBUL,-50.77864,-107.98194,-23.80928,-57.2033
QIYQAR,-80.43992,-137.6474,-37.12676,-57.20748
NISBEX,-48.38768,-105.62024,-26.08738,-57.23256
VUNHAN,-54.34,-111.61018,-24.71634,-57.27018
YAYLIV,-67.26038,-124.55982,-25.02148,-57.29944
IBOCOU,-45.40734,-102.7235,-23.01508,-57.31616
AMUFAR,-41.72894,-99.066,-23.04434,-57.33706
HADXIW,-77.25894,-134.60018,-38.76114,-57.34124
USUPUV,-59.55664,-117.05254,-30.45966,-57.50008
PUPXII01,-42.70288,-100.22386,-17.99908,-57.52098
MINCER,-48.70954,-106.34338,-42.79066,-57.63384
YUMFUJ,-53.55834,-111.20472,-23.61282,-57.64638
NATXIR,-62.90064,-120.59718,-26.09992,-57.69236
GUSCIH,-74.81782,-132.6105,-44.82632,-57.7885
LALFUB,-40.0444,-97.84544,-21.05884,-57.80104
ZERNUH,-55.60654,-113.43684,-21.85722,-57.8303
VUPFAP,-114.82878,-172.67162,-59.56082,-57.84284
COTVOY,-61.5923,-119.4435,-27.75102,-57.85538
YUKWUY,-82.16626,-140.0718,-43.35914,-57.90554
QADWOK,-62.64566,-120.60972,-36.08594,-57.95988
QADWUQ,-63.86622,-121.85536,-36.18208,-57.98914
LACGAZ,-45.32792,-103.4341,-28.29024,-58.102
GOBXAY,-58.0811,-116.30014,-27.7552,-58.21904
QITYOI,-55.33902,-113.64584,-31.74292,-58.30682
FAVGOB,-46.88706,-105.2315,-22.20834,-58.34444
GIQXUA,-82.93956,-141.29236,-28.36548,-58.35698
YINDOQ,-48.23302,-106.64434,-24.86682,-58.41132
ZAVQAQ,-52.72652,-111.1462,-23.95558,-58.42386
AMIWOJ,-73.07894,-131.53206,-34.1924,-58.45312
MULXOH,-51.6021,-110.1012,-23.70896,-58.49492
GIQXIO,-84.8749,-143.39072,-28.86708,-58.52
OJOZOE,-58.52418,-117.1863,-32.41172,-58.66212
AMIXAW,-72.55644,-131.22692,-34.30108,-58.67048
COTVIS,-62.76688,-121.52096,-27.7343,-58.75826
AHUTIH,-49.65422,-108.52952,-22.81026,-58.8753
TUKDAG,-35.4673,-94.37604,-15.87146,-58.90874
QAMVEH01,-57.19076,-116.1831,-23.82182,-58.99234
KICXEB,-51.623,-110.66968,-21.25112,-59.04668
VUPFET,-116.15802,-175.22978,-57.86792,-59.07176
CETFUD,-56.34222,-115.42652,-26.80216,-59.0843
CODRUJ,-71.78732,-130.8758,-37.49042,-59.08848
DALTAO,-46.23916,-105.41124,-18.82254,-59.17208
ZEZPOL,-52.86864,-112.06162,-34.67728,-59.19298
AMIXEA,-72.1468,-131.3774,-34.18822,-59.2306
SEHSII,-57.4959,-116.75576,-24.41956,-59.26404
FOCREW,-56.97758,-116.25834,-36.71294,-59.28076
ADEGIA,-96.36572,-155.7259,-44.56716,-59.36018
QUKYUR,-76.36442,-135.75804,-71.33588,-59.3978
HAPVAX,-71.29826,-130.99702,-29.69054,-59.70294
UZATAR,-89.6192,-149.35558,-35.54672,-59.73638
TEBFUD,-56.45508,-116.24162,-26.2922,-59.78654
XOQXIL,-43.00384,-102.8071,-29.79086,-59.79908
ZOHBEF,-61.6132,-121.43318,-21.4225,-59.81998
FOHRUR,-36.8258,-96.65414,-19.6251,-59.82834
ZAVRAR,-53.6294,-113.50372,-23.96812,-59.87432
YITHOA01,-58.82932,-118.75798,-24.82502,-59.92866
PIWRAQ,-61.03218,-120.98174,-20.66592,-59.94956
AFUPEX,-55.85316,-115.90304,-25.46038,-60.04988
OSAVEK,-37.7036,-97.84544,-18.51322,-60.14184
ALEQIT,-58.57016,-118.82068,-27.80954,-60.25052
GIQYUB,-84.16012,-144.45244,-28.97158,-60.2965
ZAVQOE,-52.3336,-112.64264,-23.9723,-60.30486
CAYQAV,-65.8559,-126.18584,-24.98804,-60.32576
COTVUE,-63.3688,-123.73218,-28.15648,-60.36338
ZAVRIZ,-55.7403,-116.17892,-24.3067,-60.43862
RANNUS,-50.90822,-111.38028,-29.1973,-60.47206
WIYWOS,-54.34418,-114.82042,-28.07706,-60.47624
EBOJOV,-56.09142,-116.5802,-22.66814,-60.48878
